Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Cantidad,TipoVehiculo,DescMotor
Venta al público de vehículos,2020,Enero,JAC,Sei7,Camiones ligeros,SUV's,Nacional,México,  30,,
Venta al público de vehículos,2020,Enero,JAC,Sei4,Camiones ligeros,SUV's,Nacional,México,  26,,
Venta al público de vehículos,2020,Enero,JAC,GML X150 EV,Camiones ligeros,Pick Ups,Nacional,México,  20,,
Venta al público de vehículos,2020,Enero,JAC,X 200,Camiones ligeros,Pick Ups,Nacional,México,  9,,
Venta al público de vehículos,2020,Enero,Jaguar,E-Pace,Automóviles,De Lujo,Importado,Reino Unido,  2,,
Venta al público de vehículos,2020,Enero,Jaguar,F-Pace,Automóviles,De Lujo,Importado,Reino Unido,  7,,
Venta al público de vehículos,2020,Enero,Jaguar,F-Type,Automóviles,Deportivos,Importado,Reino Unido,  2,,
Venta al público de vehículos,2020,Enero,Jaguar,I-Pace,Automóviles,De Lujo,Importado,Reino Unido,  1,,
Venta al público de vehículos,2020,Enero,KIA,SPORTAGE,Camiones ligeros,SUV's,Importado,Corea del Sur, 1 059,,
Venta al público de vehículos,2020,Enero,KIA,Forte-,Automóviles,Compactos,Nacional,México, 1 319,,
Venta al público de vehículos,2020,Enero,KIA,KIA Niro,Camiones ligeros,SUV's,Importado,Corea del Sur,  117,,
Venta al público de vehículos,2020,Enero,KIA,KIA Óptima,Automóviles,De Lujo,Importado,Estados Unidos,  19,,
Venta al público de vehículos,2020,Enero,KIA,KIA Río Hatchback,Automóviles,Subcompactos,Importado,Corea del Sur,-,,
Venta al público de vehículos,2020,Enero,KIA,Kia Río Hatchback-,Automóviles,Subcompactos,Nacional,México,  759,,
Venta al público de vehículos,2020,Enero,KIA,KIA Río Sedan-,Automóviles,Subcompactos,Nacional,México, 2 261,,
Venta al público de vehículos,2020,Enero,KIA,Sedona,Camiones ligeros,Minivans,Importado,No Especificado,  194,,
Venta al público de vehículos,2020,Enero,KIA,Sorento,Camiones ligeros,SUV's,Importado,Estados Unidos,  392,,
Venta al público de vehículos,2020,Enero,KIA,Soul,Camiones ligeros,SUV's,Importado,Corea del Sur,  639,,
Venta al público de vehículos,2020,Enero,KIA,Stinger,Automóviles,De Lujo,Importado,Corea del Sur,  10,,
Venta al público de vehículos,2020,Enero,KIA,Forte Hatchback,Automóviles,Compactos,Importado,Corea del Sur,  162,,
Venta al público de vehículos,2020,Enero,KIA,Seltos,Camiones ligeros,SUV's,Importado,India,  823,,
Venta al público de vehículos,2020,Enero,Land Rover,Discovery,Automóviles,De Lujo,Importado,Reino Unido,  3,,
Venta al público de vehículos,2020,Enero,Land Rover,Discovery Sport,Automóviles,De Lujo,Importado,Reino Unido,  10,,
Venta al público de vehículos,2020,Enero,Land Rover,Range Rover,Automóviles,De Lujo,Importado,Reino Unido,  3,,
Venta al público de vehículos,2020,Enero,Land Rover,Range Rover Evoque,Automóviles,De Lujo,Importado,Reino Unido,  40,,
Venta al público de vehículos,2020,Enero,Land Rover,Range Rover Sport,Camiones ligeros,SUV's,Importado,Reino Unido,  50,,
Venta al público de vehículos,2020,Enero,Land Rover,Range Rover Velar,Automóviles,De Lujo,Importado,Reino Unido,  22,,
Venta al público de vehículos,2020,Enero,Lincoln,Lincoln Continental,Automóviles,De Lujo,Importado,Estados Unidos,  1,,
Venta al público de vehículos,2020,Enero,Lincoln,MKC,Camiones ligeros,SUV's,Importado,Estados Unidos,  43,,
Venta al público de vehículos,2020,Enero,Lincoln,Corsair,Camiones ligeros,SUV's,Importado,Canadá,  16,,
Venta al público de vehículos,2020,Enero,Lincoln,MKZ Hibrido,Automóviles,De Lujo,Nacional,México,  3,,
Venta al público de vehículos,2020,Enero,Lincoln,Navigator,Camiones ligeros,Minivans,Importado,Estados Unidos,  28,,
Venta al público de vehículos,2020,Enero,Lincoln,MKZ-,Automóviles,De Lujo,Nacional,México,  3,,
Venta al público de vehículos,2020,Enero,Lincoln,AVIATOR,Camiones ligeros,SUV's,Importado,Estados Unidos,  12,,
Venta al público de vehículos,2020,Enero,Lincoln,NAUTILUS,Automóviles,De Lujo,Importado,Estados Unidos,  24,,
Venta al público de vehículos,2020,Enero,Mazda,CX-3,Camiones ligeros,SUV's,Importado,Japón,  484,,
Venta al público de vehículos,2020,Enero,Mazda,CX-5,Camiones ligeros,SUV's,Importado,Japón,  675,,
Venta al público de vehículos,2020,Enero,Mazda,Cx-7,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2020,Enero,Mazda,CX-9,Camiones ligeros,SUV's,Importado,Japón,  94,,
Venta al público de vehículos,2020,Enero,Mazda,Mazda 2,Automóviles,Subcompactos,Importado,Japón,  0,,
Venta al público de vehículos,2020,Enero,Mazda,Mazda 2 Hatchback,Automóviles,Subcompactos,Nacional,México,  132,,
Venta al público de vehículos,2020,Enero,Mazda,Mazda 2 Sedán,Automóviles,Subcompactos,Nacional,México,  492,,
Venta al público de vehículos,2020,Enero,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,Importado,Japón,  713,,
Venta al público de vehículos,2020,Enero,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,Nacional,México,  1,,
Venta al público de vehículos,2020,Enero,Mazda,Mazda 3 Sedán,Automóviles,Compactos,Importado,Japón,  10,,
Venta al público de vehículos,2020,Enero,Mazda,Mazda 3 Sedán-,Automóviles,Compactos,Nacional,México,  997,,
Venta al público de vehículos,2020,Enero,Mazda,Mazda 5,Automóviles,Compactos,Importado,Japón,  0,,
Venta al público de vehículos,2020,Enero,Mazda,Mazda 6,Automóviles,De Lujo,Importado,Japón,  66,,
Venta al público de vehículos,2020,Enero,Mazda,Mx-5,Automóviles,Deportivos,Importado,Japón,  106,,
Venta al público de vehículos,2020,Enero,Mazda,CX-30,Camiones ligeros,SUV's,Nacional,México, 1 014,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,AMG GT,Automóviles,De Lujo,Importado,Alemania,  9,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,CLA,Automóviles,De Lujo,Importado,Hungría,  151,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Clase A hatchback,Automóviles,De Lujo,Importado,Alemania,  112,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Clase B,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Clase C Sedan,Automóviles,De Lujo,Importado,Alemania,  63,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Clase E sedan,Automóviles,De Lujo,Importado,Alemania,  72,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Clase G,Camiones ligeros,SUV's,Importado,Austria,  13,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Clase GLE,Camiones ligeros,SUV's,Importado,Estados Unidos,  253,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Clase GLS,Camiones ligeros,SUV's,Importado,Estados Unidos,  10,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Clase S sedan,Automóviles,De Lujo,Importado,Alemania,  15,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Clase SL,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Clase V,Camiones ligeros,SUV's,Importado,España,  5,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,CLS,Automóviles,De Lujo,Importado,Alemania,  3,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,GLA,Camiones ligeros,SUV's,Importado,Alemania,  148,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,GLC,Camiones ligeros,SUV's,Importado,Alemania,  277,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,SLC,Automóviles,De Lujo,Importado,Alemania,  9,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,Sprinter,Camiones ligeros,SUV's,Importado,Alemania,  167,,
Venta al público de vehículos,2020,Enero,Mercedes Benz,GLB,Camiones ligeros,SUV's,Nacional,México,  80,,
Venta al público de vehículos,2020,Enero,Mini,MINI 3 PTAS,Automóviles,De Lujo,Importado,Reino Unido,  202,,
Venta al público de vehículos,2020,Enero,Mini,MINI 5 PTAS,Automóviles,De Lujo,Importado,Reino Unido,  48,,
Venta al público de vehículos,2020,Enero,Mini,MINI CLUBMAN,Automóviles,De Lujo,Importado,Reino Unido,  21,,
Venta al público de vehículos,2020,Enero,Mini,MINI CONVERTIBLE,Automóviles,De Lujo,Importado,Reino Unido,  14,,
Venta al público de vehículos,2020,Enero,Mini,MINI COUNTRYMAN,Camiones ligeros,SUV's,Importado,Reino Unido,  58,,
Venta al público de vehículos,2020,Enero,Mini,MINI COUPE,Automóviles,De Lujo,Importado,Reino Unido,-,,
Venta al público de vehículos,2020,Enero,Mini,MINI PACEMAN,Automóviles,De Lujo,Importado,Reino Unido,-,,
Venta al público de vehículos,2020,Enero,Mini,MINI ROADSTER,Automóviles,De Lujo,Importado,Reino Unido,-,,
Venta al público de vehículos,2020,Enero,Mitsubishi,L200,Camiones ligeros,Pick Ups,Importado,Tailandia,  1,,
Venta al público de vehículos,2020,Enero,Mitsubishi,Lancer,Automóviles,Compactos,Importado,Japón,-,,
Venta al público de vehículos,2020,Enero,Mitsubishi,Mirage,Automóviles,Subcompactos,Importado,Tailandia,  1,,
Venta al público de vehículos,2020,Enero,Mitsubishi,Montero,Camiones ligeros,SUV's,Importado,Japón,-,,
Venta al público de vehículos,2020,Enero,Mitsubishi,Montero Sport,Camiones ligeros,SUV's,Importado,Tailandia,-,,
Venta al público de vehículos,2020,Enero,Mitsubishi,Outlander,Camiones ligeros,SUV's,Importado,Japón,-,,
Venta al público de vehículos,2020,Enero,Mitsubishi Motors,L200,Camiones ligeros,Pick Ups,Importado,Tailandia,  676,,
Venta al público de vehículos,2020,Enero,Mitsubishi Motors,Mirage,Automóviles,Subcompactos,Importado,Tailandia,  248,,
Venta al público de vehículos,2020,Enero,Mitsubishi Motors,Eclipse Cross,Camiones ligeros,SUV's,Importado,Japón,  37,,
Venta al público de vehículos,2020,Enero,Mitsubishi Motors,Montero Sport,Camiones ligeros,SUV's,Importado,Tailandia,  41,,
Venta al público de vehículos,2020,Enero,Mitsubishi Motors,Outlander,Camiones ligeros,SUV's,Importado,Japón,  77,,
Venta al público de vehículos,2020,Enero,Mitsubishi Motors,Mirage G4,Automóviles,Subcompactos,Importado,Tailandia,  239,,
Venta al público de vehículos,2020,Enero,Mitsubishi Motors,Montero Limited,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2020,Enero,Mitsubishi Motors,Outlander PHEV,Camiones ligeros,SUV's,Importado,Japón,  8,,
Venta al público de vehículos,2020,Enero,Nissan,370 Z,Automóviles,Deportivos,Importado,Japón,  1,,
Venta al público de vehículos,2020,Enero,Nissan,Altima,Automóviles,De Lujo,Importado,Estados Unidos,  111,,
Venta al público de vehículos,2020,Enero,Nissan,Armada,Camiones ligeros,SUV's,Importado,Estados Unidos,  2,,
Venta al público de vehículos,2020,Enero,Nissan,Cabstar Mediano,Camiones ligeros,Pick Ups,Importado,España,  0,,
Venta al público de vehículos,2020,Enero,Nissan,Frontier V6,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  64,,
Venta al público de vehículos,2020,Enero,Nissan,GT-R,Automóviles,Deportivos,Importado,Japón,  0,,
Venta al público de vehículos,2020,Enero,Nissan,Juke,Automóviles,Compactos,Importado,Japón,  0,,
Venta al público de vehículos,2020,Enero,Nissan,Kicks,Camiones ligeros,SUV's,Nacional,México, 1 205,,
Venta al público de vehículos,2020,Enero,Nissan,Leaf,Automóviles,Compactos,Importado,Japón,  3,,
Venta al público de vehículos,2020,Enero,Nissan,March,Automóviles,Subcompactos,Nacional,México, 3 147,,
Venta al público de vehículos,2020,Enero,Nissan,Maxima,Automóviles,De Lujo,Importado,Japón,  14,,
Venta al público de vehículos,2020,Enero,Nissan,Murano,Camiones ligeros,SUV's,Importado,Japón,  16,,
Venta al público de vehículos,2020,Enero,Nissan,Note,Automóviles,Compactos,Nacional,México,  3,,
Venta al público de vehículos,2020,Enero,Nissan,NP300,Camiones ligeros,Pick Ups,Nacional,México, 4 747,,
Venta al público de vehículos,2020,Enero,Nissan,NV 200 Cargo,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2020,Enero,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2020,Enero,Nissan,NV2500 V6 Toldo Alto,Camiones ligeros,Minivans,Importado,Estados Unidos,  9,,
Venta al público de vehículos,2020,Enero,Nissan,Pathfinder,Camiones ligeros,SUV's,Importado,Japón,  57,,
Venta al público de vehículos,2020,Enero,Nissan,Sentra,Automóviles,Compactos,Nacional,México, 1 944,,
Venta al público de vehículos,2020,Enero,Nissan,Tiida Sedan,Automóviles,Compactos,Nacional,México,  0,,
Venta al público de vehículos,2020,Enero,Nissan,Titan,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2020,Enero,Nissan,Urvan Panel,Camiones ligeros,SUV's,Importado,Japón,  399,,
Venta al público de vehículos,2020,Enero,Nissan,Urvan Pasajeros,Camiones ligeros,SUV's,Importado,Japón,  479,,
Venta al público de vehículos,2020,Enero,Nissan,Versa,Automóviles,Compactos,Nacional,México, 7 931,,
Venta al público de vehículos,2020,Enero,Nissan,Xtrail,Camiones ligeros,SUV's,Importado,Japón,  848,,
Venta al público de vehículos,2020,Enero,Peugeot,208,Automóviles,Subcompactos,Importado,Francia,  22,,
Venta al público de vehículos,2020,Enero,Peugeot,301,Automóviles,Subcompactos,Importado,España,  126,,
Venta al público de vehículos,2020,Enero,Peugeot,308,Automóviles,Compactos,Importado,Francia,  5,,
Venta al público de vehículos,2020,Enero,Peugeot,2008,Camiones ligeros,SUV's,Importado,Francia,  47,,
Venta al público de vehículos,2020,Enero,Peugeot,3008,Camiones ligeros,SUV's,Importado,Francia,  124,,
Venta al público de vehículos,2020,Enero,Peugeot,5008,Camiones ligeros,SUV's,Importado,Francia,  27,,
Venta al público de vehículos,2020,Enero,Peugeot,Expert Cargo Van,Camiones ligeros,Pick Ups,Importado,Francia,  44,,
Venta al público de vehículos,2020,Enero,Peugeot,Manager Hdi,Camiones ligeros,Pick Ups,Importado,Italia,  55,,
Venta al público de vehículos,2020,Enero,Peugeot,Partner,Camiones ligeros,Pick Ups,Importado,España,  372,,
Venta al público de vehículos,2020,Enero,Peugeot,RIFTER,Camiones ligeros,Pick Ups,Importado,España,  150,,
Venta al público de vehículos,2020,Enero,Porsche,718 Boxster,Automóviles,Deportivos,Importado,Alemania,  3,,
Venta al público de vehículos,2020,Enero,Porsche,Cayenne,Camiones ligeros,SUV's,Importado,Alemania,  55,,
Venta al público de vehículos,2020,Enero,Porsche,Cayman,Automóviles,De Lujo,Importado,Alemania,  5,,
Venta al público de vehículos,2020,Enero,Porsche,Macan,Camiones ligeros,SUV's,Importado,Alemania,  25,,
Venta al público de vehículos,2020,Enero,Porsche,Panamera,Automóviles,De Lujo,Importado,Alemania,  2,,
Venta al público de vehículos,2020,Enero,Porsche,911 Carrera / Turbo / GT,Automóviles,Deportivos,Importado,Alemania,  29,,
Venta al público de vehículos,2020,Enero,Renault,Captur,Camiones ligeros,SUV's,Importado,Brasil,  247,,
Venta al público de vehículos,2020,Enero,Renault,Duster,Camiones ligeros,SUV's,Importado,Colombia,  373,,
Venta al público de vehículos,2020,Enero,Renault,Kangoo,Camiones ligeros,Pick Ups,Importado,Argentina,  87,,
Venta al público de vehículos,2020,Enero,Renault,Koleos,Camiones ligeros,SUV's,Importado,Corea del Sur,  231,,
Venta al público de vehículos,2020,Enero,Renault,Logan,Automóviles,Subcompactos,Importado,Brasil,  7,,
Venta al público de vehículos,2020,Enero,Renault,Oroch,Camiones ligeros,Pick Ups,Importado,Brasil,  641,,
Venta al público de vehículos,2020,Enero,Renault,Sandero,Automóviles,Deportivos,Importado,Colombia,  0,,
Venta al público de vehículos,2020,Enero,Renault,Sandero R.S. 2.0,Automóviles,Deportivos,Importado,Brasil,  10,,
Venta al público de vehículos,2020,Enero,Renault,Stepway,Automóviles,Compactos,Importado,Colombia,  297,,
Venta al público de vehículos,2020,Enero,Renault,Twizy,Automóviles,Subcompactos,Importado,España,  0,,
Venta al público de vehículos,2020,Enero,Renault,ZOE,Automóviles,Subcompactos,Importado,Francia,  0,,
Venta al público de vehículos,2020,Enero,Renault,Kwid,Automóviles,Subcompactos,Importado,Brasil,  807,,
Venta al público de vehículos,2020,Enero,SEAT,Arona,Camiones ligeros,SUV's,Importado,España,  361,,
Venta al público de vehículos,2020,Enero,SEAT,Ateca,Camiones ligeros,SUV's,Importado,República Checa,  213,,
Venta al público de vehículos,2020,Enero,SEAT,Ibiza 4 Ptas,Automóviles,Subcompactos,Importado,España, 1 185,,
Venta al público de vehículos,2020,Enero,SEAT,Leon,Automóviles,Deportivos,Importado,España,  266,,
Venta al público de vehículos,2020,Enero,SEAT,Leon Sc 2p,Automóviles,Deportivos,Importado,España,  1,,
Venta al público de vehículos,2020,Enero,SEAT,Nuevo Toledo,Automóviles,Compactos,Importado,Eslovaquia,  25,,
Venta al público de vehículos,2020,Enero,SEAT,Tarraco,Camiones ligeros,SUV's,Importado,Alemania,  54,,
Venta al público de vehículos,2020,Enero,Smart,Forfour,Automóviles,De Lujo,Importado,Países Bajos,  0,,
Venta al público de vehículos,2020,Enero,Smart,FORTWO,Automóviles,De Lujo,Importado,Francia,  0,,
Venta al público de vehículos,2020,Enero,Smart,FORTWO,Automóviles,De Lujo,Importado,Francia,  0,,
Venta al público de vehículos,2020,Enero,Smart,Roadster,Automóviles,Subcompactos,Importado,Alemania,  0,,
Venta al público de vehículos,2020,Enero,Subaru,Forester,Camiones ligeros,SUV's,Importado,Japón,  81,,
Venta al público de vehículos,2020,Enero,Subaru,Outback,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2020,Enero,Subaru,Subaru BRZ,Automóviles,Deportivos,Importado,Japón,  5,,
